"prolific_id","subj","item_1","item_11","item_12","item_13","item_14","item_15","item_16","item_17","item_18","item_19","item_20","item_2","item_21","item_22","item_23","item_24","item_25","item_26","item_27","item_28","item_29","item_30","item_3","item_31","item_32","item_33","item_34","item_35","item_4","item_5","item_6","item_7","item_8","item_9","item_10"
"5ee0cf37e04e0a06c33e190b",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5c99fed960fab50001cbbae0",103,"0","3","2","1","0","1","2","3","2","1","1","2","1","2","2","2","1","1","2","0","1","1","0","1","1","1","1","2","2","1","0","1","3","0","1"
"5c7e7970efcd55000105a686",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5c3747496d465f00011a4d21",105,"1","3","3","2","2","2","2","1","1","2","3","0","2","2","3","1","2","3","2","3","3","1","1","3","2","2","2","1","2","3","1","1","3","3","3"
"5ef658dc548fce12fda46af8",106,"2","0","1","3","2","1","0","0","0","1","0","3","2","2","2","0","1","0","3","1","2","2","1","0","1","1","1","2","0","0","0","0","3","3","2"
"5e8218bd6c3f4492c10df21b",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ed7757e3194fc200ec37c81",108,"3","0","2","1","2","3","3","3","2","1","3","3","1","2","3","1","3","3","3","3","1","1","1","2","0","1","1","1","1","1","3","1","3","3","3"
"5e504ea813fec6077ffacdfa",109,"1","2","3","1","1","1","2","3","2","1","1","2","2","1","3","2","2","2","1","2","3","3","0","2","2","2","0","2","1","1","2","0","3","3","2"
"5e3a6d8542db8f27459754bf",110,"1","1","2","1","1","1","2","1","0","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","0","1","0","0","1","2","1","1","1","2","2"
"5ef76508df1782049391ce3b",111,"2","1","2","2","2","1","2","1","0","1","0","0","1","0","3","0","1","1","2","0","2","1","1","1","1","0","0","1","1","1","0","1","3","1","2"
"5ec6f94e4d2c77133c310a1a",112,"1","2","1","1","2","2","2","2","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","2","1","1","1","2","1","1","2","1","2","1","2"
"5f0082e67535f20164d33b15",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5efc692e89469100095acada",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e9c1959074db212c24d0f7a",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e61391b8f3f89033279a67a",116,"2","1","3","1","2","1","2","2","3","0","1","3","2","2","3","2","2","3","1","2","2","2","2","1","2","1","0","1","1","1","0","1","3","3","3"
"5e553baa8c86cb050abe25bb",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ee8e872778aba10c4f2eb3f",118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e959505775eaa9191aecce9",119,"2","3","3","0","0","3","2","3","3","2","3","3","1","1","3","3","1","2","3","3","2","2","2","2","0","2","3","1","2","3","2","2","3","3","3"
"5dbb6eaf9f4c94178fc8b7c5",120,"1","2","2","1","1","3","3","3","3","1","1","3","3","0","3","3","3","3","1","2","1","1","2","3","1","3","1","2","1","2","1","0","3","2","3"
"5e94bf7157d924083075bd11",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e2848e1810b68000cfae5ee",122,"2","2","3","1","1","2","1","2","1","1","1","1","1","2","2","2","1","1","2","2","1","2","2","1","1","1","2","1","1","2","1","0","2","2","2"
"5efb737cd02e600dc96d6edb",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5dfcc66de69d0a9b5cbf5bbb",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ef528c985fd341756ad62fd",125,"3","1","1","1","1","1","1","1","3","1","1","2","1","1","2","2","2","2","2","3","3","2","2","2","2","1","2","1","1","2","1","1","3","2","3"
"5efc94d84f751804ade75880",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5edfc723ed48632d698e7331",127,"1","3","2","2","1","2","1","3","2","3","2","1","3","2","2","1","1","2","1","3","1","2","2","2","2","2","1","2","2","1","0","1","3","1","3"
"5f08546b691d3803ccc553e6",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ed4daca92c1ed0008150881",129,"2","0","1","1","0","1","0","2","3","1","2","0","0","1","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","1","0","3","1","1","1"
"5ebf84f79a8ebe3610e2c79b",130,"1","1","2","2","2","2","0","2","2","2","1","1","1","1","1","2","1","1","2","1","1","1","2","1","2","2","1","2","1","2","1","2","2","0","2"
"5ee129d36b74c750a083e89c",131,"1","3","1","0","1","2","1","1","0","0","1","2","2","3","0","1","1","0","0","0","2","3","2","1","1","1","0","0","0","1","1","2","3","1","3"
"5ed8b17f9638593b1acefcd6",132,"0","3","1","0","0","2","0","2","1","2","1","2","2","0","2","1","2","3","3","3","2","3","1","2","1","2","1","2","0","2","0","0","3","2","2"
"5e7b4f6a3c00ce146965f437",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5c45673a5aca820001f78f4e",134,"2","2","2","2","2","2","3","1","1","1","0","2","1","2","3","2","1","3","1","2","0","1","1","3","2","1","1","0","0","1","2","1","3","3","2"
"5ea9a7dd2bd7950e8e483e5d",135,"1","1","1","1","2","1","1","3","2","1","0","2","1","3","1","1","2","2","2","3","2","3","0","1","1","1","0","3","0","0","0","1","3","3","3"
"5e196bcd49c6aa210ea6aaad",136,"1","3","3","1","2","1","3","0","1","2","1","1","1","0","3","3","1","3","3","1","3","3","0","3","1","1","1","1","0","1","1","2","3","3","3"
"5eadcf624a9aaa4910e63adb",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e8b2f6aecf1c07e41c551be",138,"3","1","1","1","1","1","3","1","2","2","1","3","2","0","0","3","2","3","1","3","2","1","3","2","0","1","2","1","3","3","1","2","3","3","3"
"5efb386d3dd97a058390031f",139,"2","2","1","2","2","1","2","2","0","0","1","0","2","2","2","1","2","2","1","2","3","2","2","3","1","2","0","1","0","1","0","1","3","3","3"
"5ee8ed7ecc153c23854b2f01",140,"2","2","2","2","1","0","0","1","0","0","0","2","1","2","2","1","0","1","2","0","1","3","1","1","1","1","0","1","0","0","0","0","2","3","3"
"5e6a73aa9ee0c9029a2986d4",141,"2","1","2","2","2","1","1","2","3","2","3","2","3","1","3","2","2","3","1","3","1","3","1","3","1","1","2","2","1","1","1","3","3","3","3"
"5eff154fe33dcb04763f01f1",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5cd49e03b5f539000154efe7",143,"1","1","1","1","1","2","2","1","2","2","1","1","1","1","1","2","2","2","1","2","3","2","1","1","1","1","1","1","0","2","1","1","2","2","2"
"5e62e0ef1d7e1a078df2ecba",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e7a0c8552e6d50241ba52e5",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5f122185c6bb8d058137b3b2",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5d756220a91b61000159fead",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5eec8456a33a9801d8e3bf8c",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e66b13ba7c1cb43856db610",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e03d667783225eb127c4541",150,"0","1","2","0","1","2","1","1","1","1","1","1","1","1","3","1","1","2","1","2","3","1","1","2","1","1","0","1","1","2","1","1","3","2","3"
"5dd25456cc192027096069bb",151,"1","2","3","1","0","1","1","3","2","1","2","2","2","2","0","1","1","3","1","2","3","2","1","2","0","2","1","3","0","1","1","0","3","1","3"
"5c5c21ad5cacd10001f1a714",152,"2","1","3","1","1","2","2","1","3","1","1","3","2","0","1","2","0","1","2","1","1","1","3","1","1","2","1","1","2","1","0","0","3","3","3"
"5eac0361dcc6df024c4ddf9c",153,"0","1","2","1","2","1","2","2","1","1","0","2","2","2","0","2","2","1","0","2","1","3","1","2","2","2","1","1","0","1","1","1","2","3","1"
"5ed611c3261ea70008cc0d82",154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5cfdbf81f8ff8a00157310e0",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e2ce1ff32129c311147fb0f",156,"2","3","3","2","1","1","1","2","1","2","1","2","2","1","2","2","2","3","2","3","1","3","3","2","1","2","1","2","3","3","3","1","3","3","3"
"5e9ad778a76bd8000c4a53e6",157,"2","1","2","2","1","2","1","2","2","2","1","2","1","2","1","2","1","2","1","2","3","2","2","1","1","1","2","2","2","2","1","2","1","2","2"
"592f1045bb4ce30001bd4fba",158,"0","1","2","0","1","1","1","1","0","0","0","2","1","2","2","2","1","2","1","2","1","2","1","1","2","0","0","0","1","2","1","0","2","3","2"
"5ea447ea98c692000b51345b",159,"1","2","1","2","2","1","1","2","1","0","0","0","2","2","2","2","1","1","1","2","1","2","1","2","0","3","0","3","2","1","1","2","2","1","3"
"59ee2a30ae9f950001d849bf",160,"1","0","1","1","1","1","0","1","1","2","0","0","1","1","2","1","1","1","0","2","0","0","0","1","1","1","1","1","0","1","0","0","2","1","1"
"5a7fb96c000dab00018c6bc4",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e7109e6ff5c12017d2a44d1",162,"1","2","2","1","2","1","3","1","1","2","2","2","3","1","3","1","2","3","1","2","2","3","2","2","1","2","2","1","1","3","1","1","2","2","3"
"5ca50e54edf90d0001846c14",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5d316c4442c2170018e10574",164,"2","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","1","1","2","1","1","1","1","1","1","0","0","0","1","0","1","2","2","1"
"5ef6647b07000e34864122dc",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e87a14db9041d41bd444722",166,"1","1","2","1","1","2","1","2","2","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","2","2","2","2","1","2","1","1","2","2","2"
"5e66df8c7f7cf84730f4eb1a",167,"1","2","2","1","1","1","1","2","1","1","1","1","1","2","2","1","1","0","1","1","2","2","1","1","2","0","1","1","0","1","0","2","3","2","1"
"5e1cd047cf445f05eef00adb",168,"3","0","3","2","1","1","2","3","2","2","0","3","3","1","3","2","3","2","3","3","1","3","3","0","0","2","0","2","2","1","1","0","3","3","3"
"5c361610bc644400013366a7",169,"2","1","2","2","2","0","2","3","0","2","1","2","2","1","3","2","3","2","1","2","2","3","2","1","3","1","1","2","1","1","2","1","2","2","3"
"5eee89a6c00bfb337a3c54a8",170,"1","0","0","0","0","0","0","1","0","0","1","1","0","0","3","0","1","2","0","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1"
"5ecbeadec03cd80850186310",171,"2","3","2","2","2","2","2","3","2","2","2","1","2","2","1","2","1","1","1","2","0","2","2","2","2","1","1","1","1","1","2","2","3","2","3"
"5e67dc9029809a0851901796",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e87b28549538b0fdf96b318",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e9f3b738bee310bed8379ad",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ee2b009652b5342b13ac902",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5efb7d2e8ded9d0e5473db8b",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5d402eaf235a700019b9294b",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ea8703c0f16162b0b6968ed",178,"1","1","2","0","2","1","1","1","2","0","0","3","1","1","3","0","2","1","1","3","2","3","1","1","1","1","1","1","1","1","0","1","3","1","1"
"5990cd3452127f0001319967",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58398d9a3c7b7f0001fa905e",180,"2","1","1","1","2","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","1","1","2","1","2","2","2"
"5efaf37f47f6bd0009c88d20",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ef326ad6f9b2302efbebebc",182,"1","2","3","1","2","2","3","2","2","2","2","2","2","1","3","2","2","3","1","3","2","1","2","3","0","2","1","2","1","1","0","2","3","3","3"
"5d9a31f29e5b9a02f0821007",183,"2","1","1","1","1","1","2","1","2","2","1","0","1","2","2","1","1","1","1","2","2","1","1","0","0","1","0","1","1","2","1","1","2","1","1"
"5cb71fcd98a1f100011c56fb",184,"1","1","0","0","2","0","0","0","0","0","0","3","2","0","2","3","1","1","1","2","3","3","1","0","1","3","0","1","0","1","1","0","3","1","3"
"5df00180618c1506c3980f98",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ccc7f5164da9300186d7ae0",186,"1","1","2","0","1","2","2","1","1","1","1","2","2","3","3","2","0","1","0","3","2","1","1","0","2","2","1","3","0","2","0","2","1","3","2"
"5f0d4ae20ad0d675ba0f8431",187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5eec9378d3c45402aaeabdb2",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5e3844c9244f9d04ebae9b97",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5f06279365bf871553d27626",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5b91754aebae1300011265a9",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5efe4486272abb152648e41a",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ebb0f62b3d7000cf4be51b1",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ecb7d59e240426fc166c456",194,"1","1","1","0","2","1","0","2","0","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","0","1","0","1","2","1","1","1","2"
"5e5e27e5c0bc86139fd7f9f3",195,"1","1","2","2","2","1","1","1","1","1","1","1","2","2","0","1","1","1","1","2","1","2","1","1","1","1","1","2","1","1","1","2","2","1","1"
"5ee53eb0f8d19d0dbe15963e",196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5a182f10f2e3460001edc4c3",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5eb1ba4b589b041057e43966",198,"1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","2","1","2","1","2","1","2","1","2","1","0","1","1","1","1","1","1","1","1","2"
"5c3f1d6522d8d800015b6e58",199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5ea98b20a6d37d0a4fa069fa",200,"1","3","3","1","2","1","1","2","2","1","2","3","3","2","1","2","1","2","2","3","1","2","2","1","1","2","2","1","1","1","1","0","2","2","3"
"5beb09d042e2b600016fd6f7",201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5efbe7a1cae4551978ab74bd",202,"2","2","1","1","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","2","2","2","1","2","1","1","1","2","2","1","2","2","2","1","2"
"5e9b35404fba220243f80d6b",203,"1","2","2","2","2","2","2","1","1","2","2","2","1","2","3","0","1","1","1","2","1","2","2","2","0","1","1","1","1","1","0","0","1","0","1"
